accession	organism	gene_name	length	matches	kmer_size	score_percent	reference_start	target_start	description
XM_002006566.4	Drosophila mojavensis	LOC6580799	4310	29	50	58.0	375	2805	PREDICTED: Drosophila mojavensis putative polypeptide N-acetylgalactosaminyltransferase 9 (LOC6580799), transcript variant X2, mRNA
XM_015164419.3	Drosophila mojavensis	LOC6580799	4750	29	50	58.0	375	3245	PREDICTED: Drosophila mojavensis putative polypeptide N-acetylgalactosaminyltransferase 9 (LOC6580799), transcript variant X1, mRNA
XM_015164452.3	Drosophila mojavensis	LOC6580862	3922	29	50	58.0	675	1710	PREDICTED: Drosophila mojavensis KAT8 regulatory NSL complex subunit 3 (LOC6580862), transcript variant X3, mRNA
XM_015164454.3	Drosophila mojavensis	LOC6580862	3937	29	50	58.0	675	1710	PREDICTED: Drosophila mojavensis KAT8 regulatory NSL complex subunit 3 (LOC6580862), transcript variant X2, mRNA
XM_044011317.1	Drosophila mojavensis	LOC6580863	3987	29	50	58.0	975	1820	PREDICTED: Drosophila mojavensis ATP-dependent RNA helicase DHX8 (LOC6580863), transcript variant X3, mRNA
XM_015164333.3	Drosophila mojavensis	LOC6580636	5926	29	50	58.0	925	3965	PREDICTED: Drosophila mojavensis protein telomere ends associated (LOC6580636), transcript variant X4, mRNA
XM_015164335.3	Drosophila mojavensis	LOC6580636	6266	29	50	58.0	1200	4005	PREDICTED: Drosophila mojavensis protein telomere ends associated (LOC6580636), transcript variant X3, mRNA
XM_002006422.4	Drosophila mojavensis	LOC6580636	6631	29	50	58.0	925	4670	PREDICTED: Drosophila mojavensis protein telomere ends associated (LOC6580636), transcript variant X2, mRNA
XM_015164334.3	Drosophila mojavensis	LOC6580636	6655	29	50	58.0	1200	4005	PREDICTED: Drosophila mojavensis protein telomere ends associated (LOC6580636), transcript variant X1, mRNA
XM_044011311.1	Drosophila mojavensis	LOC6580858	4692	29	50	58.0	925	3635	PREDICTED: Drosophila mojavensis neurogenic protein mastermind (LOC6580858), transcript variant X3, mRNA
XM_002006621.4	Drosophila mojavensis	LOC6580858	6138	29	50	58.0	1075	2420	PREDICTED: Drosophila mojavensis neurogenic protein mastermind (LOC6580858), transcript variant X1, mRNA
XM_015164531.3	Drosophila mojavensis	LOC6580910	5211	29	50	58.0	300	370	PREDICTED: Drosophila mojavensis uncharacterized LOC6580910 (LOC6580910), transcript variant X3, mRNA
XM_002006390.4	Drosophila mojavensis	LOC6580597	3388	29	50	58.0	1200	460	PREDICTED: Drosophila mojavensis facilitated trehalose transporter Tret1 (LOC6580597), transcript variant X1, mRNA
XM_015164392.3	Drosophila mojavensis	LOC6580734	4023	29	50	58.0	50	3385	PREDICTED: Drosophila mojavensis nucleolin 2 (LOC6580734), transcript variant X3, mRNA
XM_032730392.2	Drosophila mojavensis	LOC6580734	4073	29	50	58.0	50	3435	PREDICTED: Drosophila mojavensis nucleolin 2 (LOC6580734), transcript variant X2, mRNA
XM_044011301.1	Drosophila mojavensis	LOC6580803	7045	29	50	58.0	1025	3540	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X12, mRNA
XM_044011300.1	Drosophila mojavensis	LOC6580803	7073	29	50	58.0	1000	2265	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X11, mRNA
XM_044011297.1	Drosophila mojavensis	LOC6580803	7375	29	50	58.0	1025	3870	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X6, mRNA
XM_044011296.1	Drosophila mojavensis	LOC6580803	7393	29	50	58.0	1025	3870	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X5, mRNA
XM_044011294.1	Drosophila mojavensis	LOC6580803	7603	29	50	58.0	1000	2510	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X3, mRNA
XM_044011293.1	Drosophila mojavensis	LOC6580803	7408	29	50	58.0	1000	2315	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X2, mRNA
XM_044011292.1	Drosophila mojavensis	LOC6580803	7402	29	50	58.0	1025	3870	PREDICTED: Drosophila mojavensis kinesin-like protein unc-104 (LOC6580803), transcript variant X1, mRNA
XM_002006348.4	Drosophila mojavensis	LOC6580553	4645	29	50	58.0	75	3105	PREDICTED: Drosophila mojavensis uncharacterized LOC6580553 (LOC6580553), mRNA
XM_044011290.1	Drosophila mojavensis	LOC6580355	5066	29	50	58.0	1175	910	PREDICTED: Drosophila mojavensis probable serine/threonine-protein kinase DDB_G0267686 (LOC6580355), mRNA
XM_032730322.2	Drosophila mojavensis	LOC6581042	5643	29	50	58.0	200	4965	PREDICTED: Drosophila mojavensis 7SK snRNA methylphosphate capping enzyme bin3 (LOC6581042), transcript variant X5, mRNA
XM_032730321.2	Drosophila mojavensis	LOC6581042	6271	29	50	58.0	1200	1815	PREDICTED: Drosophila mojavensis 7SK snRNA methylphosphate capping enzyme bin3 (LOC6581042), transcript variant X4, mRNA
XM_044011275.1	Drosophila mojavensis	LOC6581042	6503	29	50	58.0	200	5825	PREDICTED: Drosophila mojavensis 7SK snRNA methylphosphate capping enzyme bin3 (LOC6581042), transcript variant X1, mRNA
XM_052001919.1	Drosophila albomicans	LOC117577544	5941	29	50	58.0	1225	115	PREDICTED: Drosophila albomicans homeobox protein 2 (LOC117577544), transcript variant X8, mRNA
XM_052001917.1	Drosophila albomicans	LOC117577544	5661	29	50	58.0	700	4890	PREDICTED: Drosophila albomicans homeobox protein 2 (LOC117577544), transcript variant X5, mRNA
XM_052001916.1	Drosophila albomicans	LOC117577544	5908	29	50	58.0	700	5135	PREDICTED: Drosophila albomicans homeobox protein 2 (LOC117577544), transcript variant X4, mRNA
XM_052001915.1	Drosophila albomicans	LOC117577544	6444	29	50	58.0	700	5665	PREDICTED: Drosophila albomicans homeobox protein 2 (LOC117577544), transcript variant X3, mRNA
XM_034253327.2	Drosophila albomicans	LOC117563205	4879	29	50	58.0	900	2690	PREDICTED: Drosophila albomicans histone deacetylase 6 (LOC117563205), transcript variant X2, mRNA
XM_034256229.2	Drosophila albomicans	LOC117573213	3196	29	50	58.0	1225	1100	PREDICTED: Drosophila albomicans scoloptoxin SSD14 (LOC117573213), transcript variant X1, mRNA
XM_052001905.1	Drosophila albomicans	LOC117568172	4060	29	50	58.0	1100	290	PREDICTED: Drosophila albomicans extracellular signal-regulated kinase 7 (LOC117568172), transcript variant X3, mRNA
XM_052001904.1	Drosophila albomicans	LOC117568172	4063	29	50	58.0	375	3080	PREDICTED: Drosophila albomicans extracellular signal-regulated kinase 7 (LOC117568172), transcript variant X2, mRNA
XM_034248616.2	Drosophila albomicans	LOC117568172	4118	29	50	58.0	375	3135	PREDICTED: Drosophila albomicans extracellular signal-regulated kinase 7 (LOC117568172), transcript variant X1, mRNA
XM_034262924.2	Drosophila albomicans	LOC117577924	4620	29	50	58.0	75	4485	PREDICTED: Drosophila albomicans protein retinal degeneration B (LOC117577924), transcript variant X5, mRNA
XM_034250353.2	Drosophila albomicans	LOC117569259	6740	29	50	58.0	50	115	PREDICTED: Drosophila albomicans uncharacterized LOC117569259 (LOC117569259), transcript variant X2, mRNA
XM_034250342.2	Drosophila albomicans	LOC117569259	6948	29	50	58.0	1200	780	PREDICTED: Drosophila albomicans uncharacterized LOC117569259 (LOC117569259), transcript variant X1, mRNA
XM_052001899.1	Drosophila albomicans	LOC117571042	3048	29	50	58.0	225	215	PREDICTED: Drosophila albomicans guanine nucleotide-binding protein subunit beta-1 (LOC117571042), transcript variant X2, mRNA
XM_034253013.2	Drosophila albomicans	LOC117571042	3228	29	50	58.0	225	395	PREDICTED: Drosophila albomicans guanine nucleotide-binding protein subunit beta-1 (LOC117571042), transcript variant X1, mRNA
XM_034247588.2	Drosophila albomicans	LOC117567509	3227	29	50	58.0	75	1780	PREDICTED: Drosophila albomicans histone-lysine N-methyltransferase 2C (LOC117567509), transcript variant X1, mRNA
XM_034247469.2	Drosophila albomicans	LOC117567390	3427	29	50	58.0	200	3315	PREDICTED: Drosophila albomicans cytospin-A (LOC117567390), transcript variant X2, mRNA
XM_034244184.2	Drosophila albomicans	LOC117565164	4961	29	50	58.0	50	355	PREDICTED: Drosophila albomicans optomotor-blind protein (LOC117565164), transcript variant X3, mRNA
XM_034244161.2	Drosophila albomicans	LOC117565164	4966	29	50	58.0	200	4540	PREDICTED: Drosophila albomicans optomotor-blind protein (LOC117565164), transcript variant X2, mRNA
XM_034263122.2	Drosophila albomicans	LOC117578023	3942	29	50	58.0	50	3875	PREDICTED: Drosophila albomicans uncharacterized LOC117578023 (LOC117578023), mRNA
XM_034262645.2	Drosophila albomicans	LOC117577737	6750	29	50	58.0	200	5235	PREDICTED: Drosophila albomicans midnolin homolog (LOC117577737), mRNA
XM_052001884.1	Drosophila albomicans	LOC117578212	5712	29	50	58.0	1200	65	PREDICTED: Drosophila albomicans ras GTPase-activating protein raskol (LOC117578212), transcript variant X4, mRNA
XM_052001883.1	Drosophila albomicans	LOC117578212	5745	29	50	58.0	25	5320	PREDICTED: Drosophila albomicans ras GTPase-activating protein raskol (LOC117578212), transcript variant X3, mRNA
XM_034262678.2	Drosophila albomicans	LOC117577767	5734	29	50	58.0	1200	3015	PREDICTED: Drosophila albomicans adhesion G protein-coupled receptor A3 (LOC117577767), mRNA
XM_052001872.1	Drosophila albomicans	LOC127565017	7648	29	50	58.0	200	275	PREDICTED: Drosophila albomicans polyhomeotic-proximal chromatin protein (LOC127565017), transcript variant X2, mRNA
XM_034263770.2	Drosophila albomicans	LOC117578315	3443	29	50	58.0	375	300	PREDICTED: Drosophila albomicans N-alpha-acetyltransferase 16, NatA auxiliary subunit (LOC117578315), mRNA
XM_034263132.2	Drosophila albomicans	LOC117578028	5610	29	50	58.0	925	340	PREDICTED: Drosophila albomicans non-canonical poly(A) RNA polymerase protein Trf4-1 (LOC117578028), transcript variant X4, mRNA
XM_052008826.1	Drosophila albomicans	LOC117570438	4268	29	50	58.0	225	85	PREDICTED: Drosophila albomicans putative uncharacterized protein DDB_G0291608 (LOC117570438), transcript variant X4, mRNA
XM_052008824.1	Drosophila albomicans	LOC117570438	6718	29	50	58.0	1050	3710	PREDICTED: Drosophila albomicans putative uncharacterized protein DDB_G0291608 (LOC117570438), transcript variant X1, mRNA
XM_052008806.1	Drosophila albomicans	LOC117574120	3306	29	50	58.0	400	3100	PREDICTED: Drosophila albomicans tyrosine-protein phosphatase non-receptor type 9 (LOC117574120), transcript variant X4, mRNA
XM_034257976.2	Drosophila albomicans	LOC117574120	3741	29	50	58.0	400	3535	PREDICTED: Drosophila albomicans tyrosine-protein phosphatase non-receptor type 9 (LOC117574120), transcript variant X3, mRNA
XM_034263765.2	Drosophila albomicans	LOC117578312	5009	29	50	58.0	200	115	PREDICTED: Drosophila albomicans uncharacterized LOC117578312 (LOC117578312), mRNA
XM_034258009.2	Drosophila albomicans	LOC117574245	4335	29	50	58.0	1150	2480	PREDICTED: Drosophila albomicans neurogenic protein mastermind (LOC117574245), transcript variant X5, mRNA
XM_052008804.1	Drosophila albomicans	LOC117574245	4398	29	50	58.0	1200	175	PREDICTED: Drosophila albomicans neurogenic protein mastermind (LOC117574245), transcript variant X1, mRNA
XM_034258653.2	Drosophila albomicans	LOC117574698	7060	29	50	58.0	1200	790	PREDICTED: Drosophila albomicans adenylate cyclase type 9 (LOC117574698), transcript variant X2, mRNA
XM_034258732.2	Drosophila albomicans	LOC117574698	7230	29	50	58.0	1200	960	PREDICTED: Drosophila albomicans adenylate cyclase type 9 (LOC117574698), transcript variant X1, mRNA
XM_034242455.2	Drosophila albomicans	LOC117563891	3125	29	50	58.0	200	2440	PREDICTED: Drosophila albomicans protein-tyrosine sulfotransferase (LOC117563891), transcript variant X1, mRNA
XM_034263526.2	Drosophila albomicans	LOC117578198	5268	29	50	58.0	200	5205	PREDICTED: Drosophila albomicans carboxypeptidase D (LOC117578198), transcript variant X3, mRNA
XM_034263525.2	Drosophila albomicans	LOC117578198	5337	29	50	58.0	1000	2060	PREDICTED: Drosophila albomicans carboxypeptidase D (LOC117578198), transcript variant X2, mRNA
XM_034263524.2	Drosophila albomicans	LOC117578198	5155	29	50	58.0	525	210	PREDICTED: Drosophila albomicans carboxypeptidase D (LOC117578198), transcript variant X1, mRNA
XM_034263570.2	Drosophila albomicans	LOC117578209	6330	29	50	58.0	300	1400	PREDICTED: Drosophila albomicans disintegrin and metalloproteinase domain-containing protein 12 (LOC117578209), transcript variant X18, mRNA
XM_052008738.1	Drosophila albomicans	LOC117578209	5308	29	50	58.0	300	1400	PREDICTED: Drosophila albomicans disintegrin and metalloproteinase domain-containing protein 12 (LOC117578209), transcript variant X17, mRNA
XM_034263567.2	Drosophila albomicans	LOC117578209	4894	29	50	58.0	300	1400	PREDICTED: Drosophila albomicans disintegrin and metalloproteinase domain-containing protein 12 (LOC117578209), transcript variant X16, mRNA
XM_026983657.1	Drosophila erecta	LOC6548874	3506	29	50	58.0	200	2390	PREDICTED: Drosophila erecta zinc finger protein 43 (LOC6548874), transcript variant X2, mRNA
XM_026983635.1	Drosophila erecta	LOC6548878	3651	29	50	58.0	1200	1400	PREDICTED: Drosophila erecta protein madd-4 (LOC6548878), transcript variant X7, mRNA
XM_026983634.1	Drosophila erecta	LOC6548878	5279	29	50	58.0	1200	1400	PREDICTED: Drosophila erecta protein madd-4 (LOC6548878), transcript variant X6, mRNA
XM_026983629.1	Drosophila erecta	LOC6548878	5384	29	50	58.0	1200	1400	PREDICTED: Drosophila erecta protein madd-4 (LOC6548878), transcript variant X1, mRNA
XM_026983626.1	Drosophila erecta	LOC6548880	4453	29	50	58.0	925	725	PREDICTED: Drosophila erecta uncharacterized LOC6548880 (LOC6548880), transcript variant X7, mRNA
XM_001973940.3	Drosophila erecta	LOC6548880	4323	29	50	58.0	925	595	PREDICTED: Drosophila erecta uncharacterized LOC6548880 (LOC6548880), transcript variant X1, mRNA
XM_026983524.1	Drosophila erecta	LOC6541903	3202	29	50	58.0	200	920	PREDICTED: Drosophila erecta probable basic-leucine zipper transcription factor G (LOC6541903), transcript variant X1, mRNA
XM_026983471.1	Drosophila erecta	LOC6555888	3594	29	50	58.0	425	3245	PREDICTED: Drosophila erecta inhibin beta chain (LOC6555888), transcript variant X2, mRNA
XM_026983389.1	Drosophila erecta	LOC6555809	5263	29	50	58.0	75	4185	PREDICTED: Drosophila erecta tau-tubulin kinase homolog Asator (LOC6555809), transcript variant X2, mRNA
XM_026983316.1	Drosophila erecta	LOC6555861	4517	29	50	58.0	375	625	PREDICTED: Drosophila erecta uncharacterized LOC6555861 (LOC6555861), transcript variant X5, mRNA
XM_001982688.3	Drosophila erecta	LOC6555861	6262	29	50	58.0	375	2370	PREDICTED: Drosophila erecta uncharacterized LOC6555861 (LOC6555861), transcript variant X1, mRNA
XM_039370204.2	Drosophila yakuba	LOC6524649	3657	29	50	58.0	200	1045	PREDICTED: Drosophila yakuba AP-3 complex subunit delta (LOC6524649), transcript variant X3, mRNA
XM_039370203.2	Drosophila yakuba	LOC6524649	3225	29	50	58.0	1200	2830	PREDICTED: Drosophila yakuba AP-3 complex subunit delta (LOC6524649), transcript variant X2, mRNA
XM_002100470.4	Drosophila yakuba	LOC6524649	3224	29	50	58.0	1150	2785	PREDICTED: Drosophila yakuba AP-3 complex subunit delta (LOC6524649), transcript variant X1, mRNA
XM_039370223.2	Drosophila yakuba	LOC6524124	3175	29	50	58.0	1050	720	PREDICTED: Drosophila yakuba RNA-binding protein 25 (LOC6524124), transcript variant X3, mRNA
XM_043206759.1	Drosophila yakuba	LOC6524124	3884	29	50	58.0	25	3580	PREDICTED: Drosophila yakuba RNA-binding protein 25 (LOC6524124), transcript variant X2, mRNA
XM_043206758.1	Drosophila yakuba	LOC6524124	3939	29	50	58.0	25	3635	PREDICTED: Drosophila yakuba RNA-binding protein 25 (LOC6524124), transcript variant X1, mRNA
XM_039370199.2	Drosophila yakuba	LOC6524916	7487	29	50	58.0	750	2555	PREDICTED: Drosophila yakuba disintegrin and metalloproteinase domain-containing protein 11 (LOC6524916), transcript variant X18, mRNA
XM_039370198.2	Drosophila yakuba	LOC6524916	4682	29	50	58.0	200	90	PREDICTED: Drosophila yakuba disintegrin and metalloproteinase domain-containing protein 11 (LOC6524916), transcript variant X17, mRNA
XM_002100720.4	Drosophila yakuba	LOC6524916	4681	29	50	58.0	200	90	PREDICTED: Drosophila yakuba disintegrin and metalloproteinase domain-containing protein 11 (LOC6524916), transcript variant X16, mRNA
XM_015190471.3	Drosophila yakuba	LOC6524916	5522	29	50	58.0	750	2555	PREDICTED: Drosophila yakuba disintegrin and metalloproteinase domain-containing protein 11 (LOC6524916), transcript variant X13, mRNA
XM_015190470.3	Drosophila yakuba	LOC6524916	7655	29	50	58.0	750	2555	PREDICTED: Drosophila yakuba disintegrin and metalloproteinase domain-containing protein 11 (LOC6524916), transcript variant X10, mRNA
XM_039370220.2	Drosophila yakuba	LOC6524820	7276	29	50	58.0	1200	660	PREDICTED: Drosophila yakuba merozoite surface antigen 2, allelic form 4 (LOC6524820), transcript variant X11, mRNA
XM_002099819.4	Drosophila yakuba	LOC6523983	5864	29	50	58.0	300	4910	PREDICTED: Drosophila yakuba ubiquitin carboxyl-terminal hydrolase 7 (LOC6523983), mRNA
XM_002101005.4	Drosophila yakuba	LOC6525203	4398	29	50	58.0	1200	1710	PREDICTED: Drosophila yakuba uncharacterized LOC6525203 (LOC6525203), mRNA
XM_015190672.3	Drosophila yakuba	LOC6525207	5104	29	50	58.0	1125	1045	PREDICTED: Drosophila yakuba protein vav (LOC6525207), transcript variant X1, mRNA
XM_015190961.3	Drosophila yakuba	LOC6525727	5847	29	50	58.0	75	5760	PREDICTED: Drosophila yakuba serine/threonine-protein kinase minibrain (LOC6525727), transcript variant X3, mRNA
XM_002101540.4	Drosophila yakuba	LOC6525755	5541	29	50	58.0	50	3960	PREDICTED: Drosophila yakuba frequenin-1 (LOC6525755), mRNA
XM_043206756.1	Drosophila yakuba	LOC26535647	3968	29	50	58.0	1200	285	PREDICTED: Drosophila yakuba uncharacterized LOC26535647 (LOC26535647), mRNA
XM_039370074.2	Drosophila yakuba	LOC6524546	4880	29	50	58.0	225	3100	PREDICTED: Drosophila yakuba ELAV-like protein 2 (LOC6524546), transcript variant X3, mRNA
XM_039370073.2	Drosophila yakuba	LOC6524546	5601	29	50	58.0	625	5030	PREDICTED: Drosophila yakuba ELAV-like protein 2 (LOC6524546), transcript variant X2, mRNA
XM_002100931.4	Drosophila yakuba	LOC6525129	7497	29	50	58.0	350	5555	PREDICTED: Drosophila yakuba amyloid beta A4 precursor protein-binding family B member 1-interacting protein (LOC6525129), transcript variant X1, mRNA
XM_039377840.2	Drosophila yakuba	LOC6525128	6422	29	50	58.0	775	6090	PREDICTED: Drosophila yakuba nuclear pore complex protein Nup205 (LOC6525128), mRNA
XM_039377859.2	Drosophila yakuba	LOC6524130	5973	29	50	58.0	50	5765	PREDICTED: Drosophila yakuba proton channel OtopLc (LOC6524130), transcript variant X13, mRNA
XM_039377858.2	Drosophila yakuba	LOC6524130	6006	29	50	58.0	700	2630	PREDICTED: Drosophila yakuba proton channel OtopLc (LOC6524130), transcript variant X12, mRNA
XM_039377857.2	Drosophila yakuba	LOC6524130	6921	29	50	58.0	700	3545	PREDICTED: Drosophila yakuba proton channel OtopLc (LOC6524130), transcript variant X11, mRNA
XM_039377856.2	Drosophila yakuba	LOC6524130	6939	29	50	58.0	50	6750	PREDICTED: Drosophila yakuba proton channel OtopLc (LOC6524130), transcript variant X10, mRNA
XM_039377855.2	Drosophila yakuba	LOC6524130	6960	29	50	58.0	50	6765	PREDICTED: Drosophila yakuba proton channel OtopLc (LOC6524130), transcript variant X9, mRNA
