accession	organism	gene_name	length	matches	comparison_length	score_percent	description
XM_039377874.2	Drosophila yakuba	LOC6524560	5532	798	3070	25.9935	PREDICTED: Drosophila yakuba dual specificity mitogen-activated protein kinase kinase hemipterous (LOC6524560), transcript variant X2, mRNA
XM_026994386.1	Drosophila persimilis	LOC6603920	3056	794	3056	25.9817	PREDICTED: Drosophila persimilis IQ motif and SEC7 domain-containing protein 3 (LOC6603920), partial mRNA
XM_039296644.2	Drosophila simulans	LOC6725841	4424	797	3070	25.9609	PREDICTED: Drosophila simulans integrin alpha-PS1 (LOC6725841), transcript variant X1, mRNA
XM_032452269.2	Drosophila ananassae	LOC6504504	6923	797	3070	25.9609	PREDICTED: Drosophila ananassae non-canonical poly(A) RNA polymerase protein Trf4-1 (LOC6504504), transcript variant X7, mRNA
XM_032452202.2	Drosophila ananassae	LOC6504503	3994	797	3070	25.9609	PREDICTED: Drosophila ananassae inactive dipeptidyl peptidase 10 (LOC6504503), mRNA
XM_023179819.2	Drosophila willistoni	LOC6649788	3993	797	3070	25.9609	PREDICTED: Drosophila willistoni uncharacterized LOC6649788 (LOC6649788), transcript variant X5, mRNA
XM_047009279.1	Drosophila willistoni	LOC6649631	4966	797	3070	25.9609	PREDICTED: Drosophila willistoni uncharacterized LOC6649631 (LOC6649631), transcript variant X2, mRNA
XM_047009251.1	Drosophila willistoni	LOC6649528	3259	797	3070	25.9609	PREDICTED: Drosophila willistoni octopamine receptor Oamb (LOC6649528), transcript variant X1, mRNA
XM_002057170.4	Drosophila virilis	Mct1	4142	797	3070	25.9609	PREDICTED: Drosophila virilis Monocarboxylate transporter 1 (Mct1), mRNA
XM_002057241.4	Drosophila virilis	mys	3177	797	3070	25.9609	PREDICTED: Drosophila virilis position-specific antigen beta subunit myospheroid (mys), transcript variant X2, mRNA
XM_043216301.1	Drosophila grimshawi	LOC6565297	4469	797	3070	25.9609	PREDICTED: Drosophila grimshawi eye-specific diacylglycerol kinase (LOC6565297), transcript variant X6, mRNA
XM_001991662.3	Drosophila grimshawi	LOC6565450	3426	797	3070	25.9609	PREDICTED: Drosophila grimshawi programmed cell death protein 4 (LOC6565450), mRNA
XM_015164637.3	Drosophila mojavensis	LOC6581159	3741	797	3070	25.9609	PREDICTED: Drosophila mojavensis sodium-dependent serotonin transporter (LOC6581159), transcript variant X2, mRNA
XM_002006883.4	Drosophila mojavensis	LOC6581174	3529	797	3070	25.9609	PREDICTED: Drosophila mojavensis protein lin-54 homolog (LOC6581174), transcript variant X2, mRNA
XM_015164452.3	Drosophila mojavensis	LOC6580862	3922	797	3070	25.9609	PREDICTED: Drosophila mojavensis KAT8 regulatory NSL complex subunit 3 (LOC6580862), transcript variant X3, mRNA
XM_034256773.2	Drosophila albomicans	LOC117573384	4166	797	3070	25.9609	PREDICTED: Drosophila albomicans vinculin (LOC117573384), transcript variant X3, mRNA
XM_026983657.1	Drosophila erecta	LOC6548874	3506	797	3070	25.9609	PREDICTED: Drosophila erecta zinc finger protein 43 (LOC6548874), transcript variant X2, mRNA
XM_026983652.1	Drosophila erecta	LOC6548790	3999	797	3070	25.9609	PREDICTED: Drosophila erecta adenylate cyclase type 3 (LOC6548790), transcript variant X3, mRNA
XM_039377853.2	Drosophila yakuba	LOC6524130	7019	797	3070	25.9609	PREDICTED: Drosophila yakuba proton channel OtopLc (LOC6524130), transcript variant X7, mRNA
XM_034284722.1	Drosophila guanche	LOC117591453	3093	797	3070	25.9609	PREDICTED: Drosophila guanche uncharacterized LOC117591453 (LOC117591453), mRNA
XM_034284673.1	Drosophila guanche	LOC117591418	4225	797	3070	25.9609	PREDICTED: Drosophila guanche mediator of RNA polymerase II transcription subunit 15 (LOC117591418), transcript variant X2, mRNA
XM_034284629.1	Drosophila guanche	LOC117591386	3322	797	3070	25.9609	PREDICTED: Drosophila guanche uncharacterized LOC117591386 (LOC117591386), mRNA
XM_020960912.1	Drosophila serrata	LOC110190430	4659	797	3070	25.9609	PREDICTED: Drosophila serrata division abnormally delayed protein (LOC110190430), transcript variant X2, mRNA
XM_020960893.1	Drosophila serrata	LOC110190420	4999	797	3070	25.9609	PREDICTED: Drosophila serrata band 7 protein AGAP004871 (LOC110190420), transcript variant X3, mRNA
XM_002019927.2	Drosophila persimilis	LOC6594492	4327	797	3070	25.9609	PREDICTED: Drosophila persimilis abscisic-aldehyde oxidase (LOC6594492), mRNA
XM_030390208.1	Drosophila navojoa	LOC115565186	3001	779	3001	25.958	PREDICTED: Drosophila navojoa breast carcinoma-amplified sequence 3 homolog (LOC115565186), transcript variant X10, mRNA
XM_002135031.3	Drosophila pseudoobscura	LOC6900704	3058	793	3058	25.932	PREDICTED: Drosophila pseudoobscura protein glass (LOC6900704), transcript variant X2, mRNA
NM_001414056.1	Drosophila melanogaster	br	5411	796	3070	25.9283	Drosophila melanogaster broad (br), transcript variant S, mRNA
XM_016173959.3	Drosophila simulans	LOC6726067	4459	796	3070	25.9283	PREDICTED: Drosophila simulans DNA-directed RNA polymerase III subunit RPC1 (LOC6726067), mRNA
XM_016172526.3	Drosophila simulans	LOC6726078	5752	796	3070	25.9283	PREDICTED: Drosophila simulans clathrin heavy chain (LOC6726078), transcript variant X2, mRNA
XM_016173345.3	Drosophila simulans	LOC6725015	5436	796	3070	25.9283	PREDICTED: Drosophila simulans myc protein (LOC6725015), transcript variant X1, mRNA
XM_033385619.1	Drosophila pseudoobscura	X11L	5652	796	3070	25.9283	PREDICTED: Drosophila pseudoobscura X11L (X11L), transcript variant X2, mRNA
XM_033385537.1	Drosophila pseudoobscura	LOC4815435	7844	796	3070	25.9283	PREDICTED: Drosophila pseudoobscura uncharacterized protein (LOC4815435), transcript variant X1, mRNA
XM_032439537.2	Drosophila virilis	1	5979	796	3070	25.9283	PREDICTED: Drosophila virilis inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (l(1)G0196), transcript variant X8, mRNA
XM_043216233.1	Drosophila grimshawi	LOC6564600	4026	796	3070	25.9283	PREDICTED: Drosophila grimshawi probable serine/threonine-protein kinase tsuA (LOC6564600), mRNA
XM_001991464.3	Drosophila grimshawi	LOC6564969	5378	796	3070	25.9283	PREDICTED: Drosophila grimshawi furin-like protease 2 (LOC6564969), transcript variant X2, mRNA
XM_044011394.1	Drosophila mojavensis	LOC6581104	7605	796	3070	25.9283	PREDICTED: Drosophila mojavensis uncharacterized LOC6581104 (LOC6581104), transcript variant X4, mRNA
XM_034262077.2	Drosophila albomicans	LOC117576930	3776	796	3070	25.9283	PREDICTED: Drosophila albomicans 3'-5' RNA helicase YTHDC2 (LOC117576930), mRNA
XM_034263576.2	Drosophila albomicans	LOC117578212	7837	796	3070	25.9283	PREDICTED: Drosophila albomicans ras GTPase-activating protein raskol (LOC117578212), transcript variant X1, mRNA
XM_026983524.1	Drosophila erecta	LOC6541903	3202	796	3070	25.9283	PREDICTED: Drosophila erecta probable basic-leucine zipper transcription factor G (LOC6541903), transcript variant X1, mRNA
XM_026983353.1	Drosophila erecta	LOC6555815	5220	796	3070	25.9283	PREDICTED: Drosophila erecta host cell factor (LOC6555815), transcript variant X6, mRNA
XM_034284864.1	Drosophila guanche	LOC117591560	4474	796	3070	25.9283	PREDICTED: Drosophila guanche msx2-interacting protein (LOC117591560), transcript variant X1, mRNA
XM_034284534.1	Drosophila guanche	LOC117591325	3417	796	3070	25.9283	PREDICTED: Drosophila guanche serine/threonine-protein kinase Tao (LOC117591325), transcript variant X2, mRNA
XM_034284373.1	Drosophila guanche	LOC117591217	3235	796	3070	25.9283	PREDICTED: Drosophila guanche low-density lipoprotein receptor (LOC117591217), transcript variant X10, mRNA
XM_020960999.1	Drosophila serrata	LOC110190486	5499	796	3070	25.9283	PREDICTED: Drosophila serrata uncharacterized LOC110190486 (LOC110190486), mRNA
XM_020960937.1	Drosophila serrata	LOC110190440	5451	796	3070	25.9283	PREDICTED: Drosophila serrata serine-rich adhesin for platelets (LOC110190440), transcript variant X13, mRNA
XM_020960929.1	Drosophila serrata	LOC110190440	5466	796	3070	25.9283	PREDICTED: Drosophila serrata serine-rich adhesin for platelets (LOC110190440), transcript variant X4, mRNA
XM_018110574.2	Drosophila navojoa	LOC108657917	3776	796	3070	25.9283	PREDICTED: Drosophila navojoa dynein heavy chain 8, axonemal-like (LOC108657917), mRNA
XM_015177043.3	Drosophila willistoni	LOC6649796	3047	790	3047	25.9271	PREDICTED: Drosophila willistoni aminopeptidase N (LOC6649796), transcript variant X2, mRNA
XM_026983428.1	Drosophila erecta	LOC6555865	3061	793	3061	25.9066	PREDICTED: Drosophila erecta uncharacterized LOC6555865 (LOC6555865), transcript variant X2, mRNA
XM_030389955.1	Drosophila navojoa	LOC115565021	3012	780	3012	25.8964	PREDICTED: Drosophila navojoa protein cramped (LOC115565021), mRNA
NM_001370004.1	Drosophila melanogaster	SPoCk	3659	795	3070	25.8958	Drosophila melanogaster secretory pathway calcium atpase, transcript variant H (SPoCk), mRNA
XM_016184828.3	Drosophila simulans	LOC27209395	6324	795	3070	25.8958	PREDICTED: Drosophila simulans double-stranded RNA-specific editase Adar (LOC27209395), transcript variant X3, mRNA
XM_016180834.3	Drosophila simulans	LOC6740063	7078	795	3070	25.8958	PREDICTED: Drosophila simulans protein sprint (LOC6740063), transcript variant X1, mRNA
XM_002042308.2	Drosophila sechellia	LOC6618036	5065	795	3070	25.8958	PREDICTED: Drosophila sechellia pleckstrin homology-like domain family B member 1 (LOC6618036), transcript variant X1, mRNA
XM_032452384.2	Drosophila ananassae	LOC6501841	7054	795	3070	25.8958	PREDICTED: Drosophila ananassae disks large 1 tumor suppressor protein (LOC6501841), transcript variant X2, mRNA
XM_032452426.2	Drosophila ananassae	LOC6498754	6644	795	3070	25.8958	PREDICTED: Drosophila ananassae rapamycin-insensitive companion of mTOR (LOC6498754), transcript variant X2, mRNA
XM_044717550.1	Drosophila ananassae	LOC6501950	3073	795	3070	25.8958	PREDICTED: Drosophila ananassae nostrin (LOC6501950), transcript variant X5, mRNA
XM_015185403.2	Drosophila pseudoobscura	pigs	5472	795	3070	25.8958	PREDICTED: Drosophila pseudoobscura pickled eggs (pigs), transcript variant X1, mRNA
XM_001354845.4	Drosophila pseudoobscura	hop	4836	795	3070	25.8958	PREDICTED: Drosophila pseudoobscura tyrosine-protein kinase hopscotch (hop), mRNA
XM_017300248.2	Drosophila miranda	LOC108164487	3290	795	3070	25.8958	PREDICTED: Drosophila miranda early endosome antigen 1 (LOC108164487), transcript variant X7, mRNA
XM_017300224.2	Drosophila miranda	LOC108164473	4196	795	3070	25.8958	PREDICTED: Drosophila miranda RNA-binding protein MEX3B (LOC108164473), transcript variant X3, mRNA
XM_044011393.1	Drosophila mojavensis	LOC6581104	7990	795	3070	25.8958	PREDICTED: Drosophila mojavensis uncharacterized LOC6581104 (LOC6581104), transcript variant X3, mRNA
XM_002006872.4	Drosophila mojavensis	LOC6581162	6612	795	3070	25.8958	PREDICTED: Drosophila mojavensis Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (LOC6581162), transcript variant X1, mRNA
XM_034257977.2	Drosophila albomicans	LOC117574245	4843	795	3070	25.8958	PREDICTED: Drosophila albomicans neurogenic protein mastermind (LOC117574245), transcript variant X2, mRNA
XM_026983449.1	Drosophila erecta	LOC6555827	3379	795	3070	25.8958	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X10, mRNA
XM_034284717.1	Drosophila guanche	LOC117591449	3997	795	3070	25.8958	PREDICTED: Drosophila guanche protein shuttle craft (LOC117591449), transcript variant X2, mRNA
XM_034284676.1	Drosophila guanche	LOC117591420	3355	795	3070	25.8958	PREDICTED: Drosophila guanche circadian locomoter output cycles protein kaput (LOC117591420), transcript variant X2, mRNA
XM_034284675.1	Drosophila guanche	LOC117591420	4250	795	3070	25.8958	PREDICTED: Drosophila guanche circadian locomoter output cycles protein kaput (LOC117591420), transcript variant X1, mRNA
XM_020961053.1	Drosophila serrata	LOC110190519	3731	795	3070	25.8958	PREDICTED: Drosophila serrata E3 ubiquitin-protein ligase Bre1 (LOC110190519), transcript variant X2, mRNA
NM_140867.3	Drosophila melanogaster	Dred	4324	794	3070	25.8632	Drosophila melanogaster Dctn1-related (Dred), transcript variant C, mRNA
XM_032726787.1	Drosophila sechellia	LOC6620021	6859	794	3070	25.8632	PREDICTED: Drosophila sechellia disintegrin and metalloproteinase domain-containing protein 11 (LOC6620021), transcript variant X3, mRNA
XM_032726717.1	Drosophila sechellia	LOC6616227	5621	794	3070	25.8632	PREDICTED: Drosophila sechellia cAMP-specific 3',5'-cyclic phosphodiesterase (LOC6616227), transcript variant X4, mRNA
XM_014904758.3	Drosophila ananassae	LOC6505006	5121	794	3070	25.8632	PREDICTED: Drosophila ananassae uncharacterized LOC6505006 (LOC6505006), transcript variant X1, mRNA
XM_023179651.2	Drosophila willistoni	LOC6649848	4946	794	3070	25.8632	PREDICTED: Drosophila willistoni uncharacterized LOC6649848 (LOC6649848), mRNA
XM_002056995.4	Drosophila virilis	shtd	6413	794	3070	25.8632	PREDICTED: Drosophila virilis anaphase promoting complex subunit 1 (shtd), mRNA
XM_001995769.3	Drosophila grimshawi	LOC6569315	3520	794	3070	25.8632	PREDICTED: Drosophila grimshawi TATA element modulatory factor (LOC6569315), mRNA
XM_043216216.1	Drosophila grimshawi	LOC6565176	6320	794	3070	25.8632	PREDICTED: Drosophila grimshawi partitioning defective 3 homolog B (LOC6565176), transcript variant X2, mRNA
XM_032738848.2	Drosophila grimshawi	LOC6565687	3967	794	3070	25.8632	PREDICTED: Drosophila grimshawi zinc finger CCCH domain-containing protein 18 (LOC6565687), mRNA
XM_017300209.2	Drosophila miranda	LOC108164467	5006	794	3070	25.8632	PREDICTED: Drosophila miranda transcription factor Sox-5 (LOC108164467), transcript variant X1, mRNA
XM_033394346.1	Drosophila miranda	LOC108164403	3445	794	3070	25.8632	PREDICTED: Drosophila miranda RING finger protein 11 (LOC108164403), transcript variant X4, mRNA
XM_015164597.3	Drosophila mojavensis	LOC6581083	3374	794	3070	25.8632	PREDICTED: Drosophila mojavensis serrate RNA effector molecule homolog (LOC6581083), transcript variant X1, mRNA
XM_044011279.1	Drosophila mojavensis	LOC6581043	3149	794	3070	25.8632	PREDICTED: Drosophila mojavensis tetratricopeptide repeat protein 7B (LOC6581043), transcript variant X2, mRNA
XM_034250353.2	Drosophila albomicans	LOC117569259	6740	794	3070	25.8632	PREDICTED: Drosophila albomicans uncharacterized LOC117569259 (LOC117569259), transcript variant X2, mRNA
XM_034250342.2	Drosophila albomicans	LOC117569259	6948	794	3070	25.8632	PREDICTED: Drosophila albomicans uncharacterized LOC117569259 (LOC117569259), transcript variant X1, mRNA
XM_034284568.1	Drosophila guanche	LOC117591343	5199	794	3070	25.8632	PREDICTED: Drosophila guanche neural cell adhesion molecule 2 (LOC117591343), transcript variant X1, mRNA
XM_020961067.1	Drosophila serrata	LOC110190525	4745	794	3070	25.8632	PREDICTED: Drosophila serrata F-BAR and double SH3 domains protein 2 (LOC110190525), transcript variant X6, mRNA
XM_030390371.1	Drosophila navojoa	LOC108655382	4064	794	3070	25.8632	PREDICTED: Drosophila navojoa uncharacterized LOC108655382 (LOC108655382), mRNA
XM_030390045.1	Drosophila navojoa	LOC108660316	7133	794	3070	25.8632	PREDICTED: Drosophila navojoa insulin-like receptor (LOC108660316), transcript variant X1, mRNA
XM_002028243.2	Drosophila persimilis	LOC6603298	4162	794	3070	25.8632	PREDICTED: Drosophila persimilis bone morphogenetic protein receptor type-2 (LOC6603298), mRNA
XM_002039387.2	Drosophila sechellia	LOC6615006	3011	778	3011	25.8386	PREDICTED: Drosophila sechellia serine/threonine-protein kinase Tao (LOC6615006), transcript variant X3, mRNA
XM_034263502.2	Drosophila albomicans	LOC117578186	3015	779	3015	25.8375	PREDICTED: Drosophila albomicans uncharacterized LOC117578186 (LOC117578186), transcript variant X1, mRNA
NM_001382075.1	Drosophila melanogaster	bma	5905	793	3070	25.8306	Drosophila melanogaster black match (bma), transcript variant G, mRNA
XM_032726806.1	Drosophila sechellia	LOC6618651	6703	793	3070	25.8306	PREDICTED: Drosophila sechellia histone deacetylase 4 (LOC6618651), transcript variant X4, mRNA
XM_002072368.4	Drosophila willistoni	LOC6649556	3329	793	3070	25.8306	PREDICTED: Drosophila willistoni acetylcholine receptor subunit alpha-like 1 (LOC6649556), mRNA
XM_070206655.1	Drosophila virilis	kek5	7223	793	3070	25.8306	PREDICTED: Drosophila virilis kekkon 5 (kek5), transcript variant X4, mRNA
XM_033394423.1	Drosophila miranda	LOC108164502	3563	793	3070	25.8306	PREDICTED: Drosophila miranda paired box protein Pax-2a (LOC108164502), transcript variant X1, mRNA
XM_044011316.1	Drosophila mojavensis	LOC6580863	3999	793	3070	25.8306	PREDICTED: Drosophila mojavensis ATP-dependent RNA helicase DHX8 (LOC6580863), transcript variant X2, mRNA
XM_034263498.2	Drosophila albomicans	LOC117578185	4715	793	3070	25.8306	PREDICTED: Drosophila albomicans ribosomal protein S6 kinase 2 beta (LOC117578185), mRNA
XM_026983450.1	Drosophila erecta	LOC6555827	3372	793	3070	25.8306	PREDICTED: Drosophila erecta calcium/calmodulin-dependent protein kinase type II alpha chain (LOC6555827), transcript variant X11, mRNA
XM_026983312.1	Drosophila erecta	LOC6555861	5471	793	3070	25.8306	PREDICTED: Drosophila erecta uncharacterized LOC6555861 (LOC6555861), transcript variant X2, mRNA
XM_020961426.1	Drosophila serrata	LOC110190788	3154	793	3070	25.8306	PREDICTED: Drosophila serrata agrin (LOC110190788), mRNA
XM_020961065.1	Drosophila serrata	LOC110190525	4817	793	3070	25.8306	PREDICTED: Drosophila serrata F-BAR and double SH3 domains protein 2 (LOC110190525), transcript variant X4, mRNA
XM_030390308.1	Drosophila navojoa	LOC108655510	5148	793	3070	25.8306	PREDICTED: Drosophila navojoa cytosolic carboxypeptidase Nna1 (LOC108655510), transcript variant X3, mRNA
XM_026993890.1	Drosophila persimilis	LOC6601047	3560	793	3070	25.8306	PREDICTED: Drosophila persimilis 3-phosphoinositide-dependent protein kinase 1 (LOC6601047), transcript variant X2, mRNA
XM_026993826.1	Drosophila persimilis	LOC6604116	3367	793	3070	25.8306	PREDICTED: Drosophila persimilis nascent polypeptide-associated complex subunit alpha, muscle-specific form (LOC6604116), transcript variant X1, mRNA
NM_001382062.1	Drosophila melanogaster	CG32813	3484	792	3070	25.798	Drosophila melanogaster uncharacterized protein, transcript variant O (CG32813), mRNA
